Subject,Course Score,Learning Score,Quiz Score,Recommendation
Devops and Systems Integration,34,76,8,Devops and Systems Integration
Devops and Systems Integration,17,23,92,Devops and Systems Integration
Devops and Systems Integration,68,82,45,IT Project Management
Devops and Systems Integration,89,69,45,IT Project Management
Devops and Systems Integration,59,57,64,Cloud Computing
Devops and Systems Integration,34,52,10,Devops and Systems Integration
Devops and Systems Integration,3,22,59,Devops and Systems Integration
Devops and Systems Integration,29,75,28,Devops and Systems Integration
Devops and Systems Integration,73,87,65,IT Project Management
Devops and Systems Integration,24,31,19,Devops and Systems Integration
Devops and Systems Integration,93,97,2,Devops and Systems Integration
Devops and Systems Integration,15,70,64,Devops and Systems Integration
Devops and Systems Integration,100,23,3,Devops and Systems Integration
Devops and Systems Integration,45,84,86,IT Project Management
Devops and Systems Integration,68,18,69,Devops and Systems Integration
Devops and Systems Integration,53,85,18,Devops and Systems Integration
Devops and Systems Integration,8,74,39,Devops and Systems Integration
Devops and Systems Integration,67,80,23,Devops and Systems Integration
Devops and Systems Integration,48,27,39,Devops and Systems Integration
Devops and Systems Integration,97,45,17,Devops and Systems Integration
Devops and Systems Integration,96,47,12,Devops and Systems Integration
Devops and Systems Integration,34,19,27,Devops and Systems Integration
Devops and Systems Integration,43,82,23,Devops and Systems Integration
Devops and Systems Integration,86,41,78,IT Project Management
Devops and Systems Integration,69,0,15,Devops and Systems Integration
Devops and Systems Integration,95,71,6,Devops and Systems Integration
Devops and Systems Integration,65,57,51,Cloud Computing
Devops and Systems Integration,13,99,88,Devops and Systems Integration
Devops and Systems Integration,80,95,15,Devops and Systems Integration
Devops and Systems Integration,63,41,68,Cloud Computing
Devops and Systems Integration,37,27,90,Devops and Systems Integration
Devops and Systems Integration,55,17,96,Devops and Systems Integration
Devops and Systems Integration,40,18,50,Devops and Systems Integration
Devops and Systems Integration,92,2,13,Devops and Systems Integration
Devops and Systems Integration,43,38,3,Devops and Systems Integration
Devops and Systems Integration,61,53,71,IT Project Management
Devops and Systems Integration,84,72,82,Cloud Computing
Devops and Systems Integration,63,67,69,Cloud Computing
Devops and Systems Integration,9,14,55,Devops and Systems Integration
Devops and Systems Integration,9,1,54,Devops and Systems Integration
Devops and Systems Integration,33,37,88,Devops and Systems Integration
Devops and Systems Integration,10,69,26,Devops and Systems Integration
Devops and Systems Integration,61,26,73,Devops and Systems Integration
Devops and Systems Integration,29,77,43,Devops and Systems Integration
Devops and Systems Integration,79,67,92,IT Project Management
Devops and Systems Integration,74,61,15,Devops and Systems Integration
Devops and Systems Integration,70,26,59,Devops and Systems Integration
Devops and Systems Integration,19,85,26,Devops and Systems Integration
Devops and Systems Integration,68,4,26,Devops and Systems Integration
Devops and Systems Integration,50,0,77,Devops and Systems Integration
Devops and Systems Integration,20,27,90,Devops and Systems Integration
Devops and Systems Integration,5,13,49,Devops and Systems Integration
Devops and Systems Integration,58,58,14,Devops and Systems Integration
Devops and Systems Integration,0,72,57,Devops and Systems Integration
Devops and Systems Integration,34,45,28,Devops and Systems Integration
Devops and Systems Integration,42,3,36,Devops and Systems Integration
Devops and Systems Integration,95,1,76,Devops and Systems Integration
Devops and Systems Integration,24,96,89,Devops and Systems Integration
Devops and Systems Integration,61,30,75,Devops and Systems Integration
Devops and Systems Integration,95,17,40,Devops and Systems Integration
Devops and Systems Integration,20,92,51,Devops and Systems Integration
Devops and Systems Integration,16,17,65,Devops and Systems Integration
Devops and Systems Integration,88,52,60,IT Project Management
Devops and Systems Integration,30,3,55,Devops and Systems Integration
Devops and Systems Integration,17,44,93,Devops and Systems Integration
Devops and Systems Integration,90,87,67,IT Project Management
Devops and Systems Integration,82,6,0,Devops and Systems Integration
Devops and Systems Integration,100,56,79,IT Project Management
Devops and Systems Integration,65,75,21,Devops and Systems Integration
Devops and Systems Integration,36,93,73,Devops and Systems Integration
Devops and Systems Integration,16,1,95,Devops and Systems Integration
Devops and Systems Integration,76,25,14,Devops and Systems Integration
Devops and Systems Integration,8,31,33,Devops and Systems Integration
Devops and Systems Integration,28,83,35,Devops and Systems Integration
Devops and Systems Integration,14,65,26,Devops and Systems Integration
Devops and Systems Integration,25,41,28,Devops and Systems Integration
Devops and Systems Integration,26,82,65,Devops and Systems Integration
Devops and Systems Integration,89,32,28,Devops and Systems Integration
Devops and Systems Integration,71,57,13,Devops and Systems Integration
Devops and Systems Integration,33,46,81,Devops and Systems Integration
Devops and Systems Integration,3,65,22,Devops and Systems Integration
Devops and Systems Integration,67,12,44,Devops and Systems Integration
Devops and Systems Integration,53,22,34,Devops and Systems Integration
Devops and Systems Integration,16,13,89,Devops and Systems Integration
Devops and Systems Integration,5,8,22,Devops and Systems Integration
Devops and Systems Integration,10,89,96,Devops and Systems Integration
Devops and Systems Integration,87,78,34,Devops and Systems Integration
Devops and Systems Integration,41,58,21,Devops and Systems Integration
Devops and Systems Integration,8,6,56,Devops and Systems Integration
Devops and Systems Integration,46,55,73,IT Project Management
Devops and Systems Integration,61,0,33,Devops and Systems Integration
Devops and Systems Integration,25,54,98,Devops and Systems Integration
Devops and Systems Integration,99,85,0,Devops and Systems Integration
Devops and Systems Integration,39,69,27,Devops and Systems Integration
Devops and Systems Integration,25,61,90,Devops and Systems Integration
Devops and Systems Integration,4,94,28,Devops and Systems Integration
Devops and Systems Integration,2,39,5,Devops and Systems Integration
Devops and Systems Integration,7,26,91,Devops and Systems Integration
Devops and Systems Integration,97,34,8,Devops and Systems Integration
Devops and Systems Integration,8,11,7,Devops and Systems Integration
Devops and Systems Integration,10,3,98,Devops and Systems Integration
Devops and Systems Integration,42,75,31,Devops and Systems Integration
Devops and Systems Integration,65,84,5,Devops and Systems Integration
Devops and Systems Integration,95,68,13,Devops and Systems Integration
Devops and Systems Integration,26,12,63,Devops and Systems Integration
Devops and Systems Integration,80,73,32,Devops and Systems Integration
Devops and Systems Integration,40,67,26,Devops and Systems Integration
Devops and Systems Integration,26,38,96,Devops and Systems Integration
Devops and Systems Integration,32,62,65,Devops and Systems Integration
Devops and Systems Integration,15,98,51,Devops and Systems Integration
Devops and Systems Integration,81,15,2,Devops and Systems Integration
Devops and Systems Integration,15,93,15,Devops and Systems Integration
Devops and Systems Integration,49,31,0,Devops and Systems Integration
Devops and Systems Integration,20,8,81,Devops and Systems Integration
Devops and Systems Integration,53,28,26,Devops and Systems Integration
Devops and Systems Integration,65,91,16,Devops and Systems Integration
CyberSecurity,72,51,90,IT Project Management
CyberSecurity,53,89,51,IT Project Management
CyberSecurity,100,74,50,IT Project Management
CyberSecurity,20,20,37,CyberSecurity
CyberSecurity,91,100,86,Cloud Computing
CyberSecurity,21,28,22,CyberSecurity
CyberSecurity,87,1,74,CyberSecurity
CyberSecurity,10,59,51,CyberSecurity
CyberSecurity,43,16,13,CyberSecurity
CyberSecurity,64,32,84,CyberSecurity
CyberSecurity,39,72,92,CyberSecurity
CyberSecurity,57,34,58,CyberSecurity
CyberSecurity,20,88,24,CyberSecurity
CyberSecurity,38,97,57,CyberSecurity
CyberSecurity,84,9,61,CyberSecurity
CyberSecurity,17,43,91,CyberSecurity
CyberSecurity,77,85,35,CyberSecurity
CyberSecurity,9,87,77,CyberSecurity
CyberSecurity,95,24,56,CyberSecurity
CyberSecurity,24,6,68,CyberSecurity
CyberSecurity,93,62,67,IT Project Management
CyberSecurity,90,1,17,CyberSecurity
CyberSecurity,30,60,80,CyberSecurity
CyberSecurity,68,75,86,IT Project Management
CyberSecurity,30,15,77,CyberSecurity
CyberSecurity,82,72,5,CyberSecurity
CyberSecurity,34,0,61,CyberSecurity
CyberSecurity,2,28,74,CyberSecurity
CyberSecurity,0,79,83,CyberSecurity
CyberSecurity,41,81,28,CyberSecurity
CyberSecurity,30,9,16,CyberSecurity
CyberSecurity,79,47,100,IT Project Management
CyberSecurity,40,75,88,IT Project Management
CyberSecurity,98,81,0,CyberSecurity
